标准号,国际标准编号,采标类型
GB/T 17991-1999,JIS R1600:1993,非等效采用
GB/T 17890-1999,,
GB/T 3810.8-1999,ISO 10545-8:1994,等同采用
GB/T 17891-1999,,
GB/T 17892-1999,,
GB/T 17894-1999,ISO 10374:1991及ISO 10374 AMENDMENT1:1995,等同采用
GB 17888.4-1999,ISO/DIS 14122-4:1996,等效采用
GB/T 17889.2-1999,EN 131-2:1993,等效采用
GB/T 17889.1-1999,EN 131-1:1993,等效采用
GB 17888.1-1999,ISO/DIS 14122-1:1996,等效采用
GB 17888.2-1999,ISO/DIS 14122-2:1996,等效采用
GB 17888.3-1999,ISO/DIS 14122-3:1996,等效采用
GB/T 17879-1999,ISO 14104:1995,等同采用
GB/T 5269-1999,ISO 1275:1995,等同采用
GB/T 6557-1999,ISO 11342:1998,等同采用
GB/Z 17994-1999,IEC 1258:1994,等同采用
GB 10878-1999,,
GB/T 2423.50-1999,IEC 60068-2-67:1996,等同采用
GB/T 4340.3-1999,ISO 6507-3:1997,等同采用
GB/T 4340.2-1999,ISO 6507-2:1997,等同采用
GB 12135-1999,,
GB 8334-1999,,
GB/T 11022-1999,IEC 60694:1996,等效采用
GB 17877-1999,,
GB 17878-1999,JIS B8246,非等效采用
GB/T 2421-1999,IEC 60068-1:1988,等同采用
GB/T 5169.12-1999,IEC 60695-2-1/2:1994,等同采用
GB/T 5169.13-1999,IEC 60695-2-1/3:1994,等同采用
GB/T 2985-1999,,
GB/T 16656.43-1999,ISO 10303-43:1994,等同采用
GB/T 16656.41-1999,ISO 10303-41:1994,等同采用
GB/T 6451-1999,,
GB/T 4109-1999,IEC 60137:1995,等效采用
GB/T 17882-1999,IEC 61268:1995,等效采用
GB/T 16656.44-1999,ISO 10303-44:1994,等同采用
GB/T 17883-1999,IEC 60687:1992,等效采用
GB/T 17995-1999,IEC 930:1988,等同采用
GB 17885-1999,IEC 61095:1992,等同采用
GB/T 14468.2-1999,ISO 9409-2:1996,等效采用
GB 3150-1999,,
GB/T 17876-1999,,
GB/T 2915-1999,ASTM D1755:1992,等效采用
GB/T 654-1999,ACS《ChemicalReagent》(8th ed.):1993,非等效采用
GB/T 684-1999,ISO 6353-2:1983,非等效采用
GB/T 1267-1999,JIS K9009:1985,非等效采用
GB/T 16422.2-1999,ISO 4892-2:1994,等同采用
GB 5920-1999,ECE有关法规,等效采用
GB 4094-1999,ECE 93/91EEC 78/316,等效采用
GB 15082-1999,75/443/EEC,修改采用
GB/T 6328-1999,ISO 9653:1991,等同采用
GB/T 649-1999,A.C.S(1993),非等效采用
GB/T 2914-1999,ISO 1269:1980,等同采用
GB/T 3401-1999,ISO 1628-2:1988,等效采用
GB/T 7125-1999,ASTM D3652M:1993,非等效采用
GB/T 17875-1999,ASTM D3611:1989,等效采用
GB/T 17867-1999,ISO 4040:1997,等效采用
GB/T 17873-1999,,
GB/T 17874-1999,,
GB/T 17872-1999,,
GB 17868-1999,ANSI/NFPA99:1996,非等效采用
GB 17869-1999,,
GB/T 11026.4-1999,IEC 60216-4-1:1990,等同采用
GB/T 1224-1999,,
GB/T 5977-1999,,
GB/T 6145-1999,,
GB/T 2423.16-1999,IEC 60068-2-10:1988,等同采用
GB 5296.2-1999,,
GB/T 1408.1-1999,IEC 60243-1:1988,等效采用
GB/T 17626.11-1999,IEC 61000-4-11:1994,等同采用
GB/T 17863-1999,,
GB 17625.2-1999,IEC 61000-3-3:1994,等同采用
GB/T 9107-1999,,
GB/T 4857.15-1999,ASTM D4003:1992,等效采用
GB/T 4879-1999,,
GB/T 5048-1999,,
GB/T 5398-1999,ASTM D1083:1991,非等效采用
GB/T 17858.1-1999,ISO 6590-1:1983,等同采用
GB/T 17858.2-1999,ISO 6590-2:1986,等同采用
GB 9706.17-1999,IEC 60601-2-11:1997,等同采用
GB 16715.3-1999,,
GB 16715.4-1999,,
GB 4404.5-1999,,
GB 16715.2-1999,,
GB 4404.4-1999,,
GB 16715.5-1999,,
GB 4404.3-1999,,
GB/T 273.3-1999,ISO 15:1998,等效采用
GB/T 5293-1999,ANSI/AWSA5.17:1989,等效采用
GB/T 7232-1999,DIN EN10052:1994;JIS B6905:1995,非等效采用
GB/T 8263-1999,ASTM A532/A532M:1993,等效采用
GB/T 1801-1999,ISO 1829:1975,等效采用
GB/T 7811-1999,,
GB/T 6414-1999,ISO 8062:1994,等效采用
GB/T 9438-1999,ASTM B26/B26M:1992,非等效采用
GB 9786-1999,,
GB/T 1800.4-1999,ISO 286-2:1988,等效采用
GB/T 17785-1999,,
GB/T 17851-1999,ISO 5459:1981,等效采用
GB/T 17852-1999,ISO 1660:1982,等效采用
GB/T 17853-1999,ANSI/AWSA5.22:1995,等效采用
GB/T 17854-1999,JIS Z3324:1988,等效采用
GB/T 17855-1999,DIN 5466:1988,非等效采用
GB 9962-1999,JIS R3205:1989,等效采用
GB 17841-1999,,
GB/T 17845-1999,ISO 9775:1990,等同采用
GB/T 17837-1999,ISO 4417:1977,非等效采用
GB/T 17847-1999,ISO 9097:1991,等同采用
GB/T 17842-1999,ISO 7463:1990,等同采用
GB/T 17843-1999,,
GB/T 17846-1999,ISO 8849:1990,等同采用
GB/T 3257.2-1999,,
GB/T 3257.11-1999,,
GB/T 3257.12-1999,ISO 9208:1989,非等效采用
GB/T 3257.18-1999,,
GB/T 3257.21-1999,ISO 6606:1986,非等效采用
GB/T 3257.20-1999,,
GB/T 3257.7-1999,,
GB/T 3257.3-1999,,
GB/T 3257.8-1999,,
GB/T 3257.6-1999,ISO 6609:1985,非等效采用
GB/T 3257.9-1999,,
GB/T 3257.10-1999,,
GB/T 3257.1-1999,,
GB/T 3257.13-1999,,
GB/T 3257.15-1999,,
GB/T 3257.5-1999,,
GB/T 3257.4-1999,,
GB/T 3257.17-1999,ISO 8556:1986,非等效采用
GB/T 3257.16-1999,,
GB/T 3257.22-1999,ISO 8558:1985,非等效采用
GB/T 3257.23-1999,,
GB/T 3257.24-1999,ISO 8557:1985,非等效采用
GB 17835-1999,,
GB 17820-1999,ISO 13686:1998,非等效采用
GB/T 17822.1-1999,,
GB/T 17826-1999,,
GB/T 1468-1999,ISO 9961:1992,等效采用
GB/T 17822.2-1999,,
GB/T 1910-1999,,
GB/T 5003-1999,ISO/DIS 10545-13:1994,非等效采用
GB/T 6544-1999,JIS Z1516:1997,非等效采用
GB/T 4740-1999,,
GB/T 4741-1999,,
GB/T 8082-1999,,
GB/T 8088-1999,ISO 1656:1996,等效采用
GB 13511-1999,,
GB/T 3301-1999,,
GB/T 17821-1999,ISO 705:1994,等同采用
GB/T 8081-1999,ISO 2000:1989,等效采用
GB/T 7970-1999,IEC 60554-3-1:1979,非等效采用
GB/T 17823-1999,,
GB/T 17824.1-1999,,
GB/T 17824.3-1999,,
GB/T 17824.4-1999,,
GB/T 17832-1999,ISO 11427:1993,等效采用
GB/T 17824.5-1999,,
GB/T 17830-1999,,
GB/T 17827-1999,IEC 61859:1997,等同采用
GB/T 17824.2-1999,,
GB/T 17807-1999,,
GB/T 17838-1999,,
GB/T 6014-1999,ASTM D1025:1996,等效采用
GB/T 6022-1999,ISO 6792:1982,非等效采用
GB/T 8190.4-1999,ISO 8178-4:1996,等同采用
GB/T 1845.1-1999,ISO 1872-1:1993,等效采用
GB/T 1842-1999,ASTM D1693:1997,等效采用
GB/T 8190.2-1999,ISO 8178-2:1996,等同采用
GB/T 6017-1999,ISO 6378:1981,等效采用
GB/T 6015-1999,ASTM D2426:1993,等效采用
GB/T 6012-1999,JIS K1533:1980(1985),等效采用
GB/T 7359-1999,ISO 1382:1996,等效采用
GB/T 13090-1999,,
GB/T 9462-1999,,
GB/T 13079-1999,ISO 2590:1973,非等效采用
GB 10648-1999,,
GB/T 6021-1999,ISO 6792:1982,等效采用
GB/T 4508-1999,ASTM D113:1986(1992),等效采用
GB/T 17812-1999,,
GB/T 17813-1999,,
GB/T 17811-1999,AOAC方法:1995,等效采用
GB/T 17818-1999,,
GB/T 17819-1999,,
GB/T 6809.5-1999,ISO 7967-5:1992,等同采用
GB/T 6809.6-1999,ISO 7967-6:1992,等同采用
GB/T 17815-1999,日本《饲料分析基准》61畜第3815号12.1,等同采用
GB/T 17806-1999,,
GB/T 17808-1999,,
GB/T 17810-1999,,
GB/T 14097-1999,,
GB/T 4507-1999,ASTM D36:1995,等效采用
GB/T 6020-1999,ISO 6684:1982,等效采用
GB/T 6023-1999,ISO 6191:1981,非等效采用
GB/T 12702-1999,ISO 8176:1986,等效采用
GB/T 8190.1-1999,ISO 8178-1:1996,等同采用
GB/T 17839-1999,,
GB/T 17817-1999,,
GB/T 17814-1999,,
GB 4706.42-1999,IEC 60335-2-75:1995,等效采用
GB/T 8627-1999,,
GB/T 17802-1999,ASTM E698:1979(1993),等效采用
GB 1003-1999,,
GB/T 11327.2-1999,IEC 60189-2:1986,非等效采用
GB/T 11327.3-1999,IEC 60189-1:1986,非等效采用
GB 8108-1999,,
GB/T 9383-1999,IEC/CISPR 20:1998,等效采用
GB/T 16850.3-1999,IEC 61290-3:1998,等效采用
GB/T 11589-1999,ITU-T X.1:1996,等效采用
GB/T 2423.30-1999,IEC 60068-2-45:1993,等同采用
GB/T 11590-1999,ITU-T X.2:1996,等效采用
GB/T 2423.29-1999,IEC 68-2-21:1992,等同采用
GB 15092.4-1999,IEC 61058-2-4:1995,等同采用
GB/T 14048.10-1999,IEC 60947-5-2:1992,等同采用
GB/T 14805.2-1999,ISO 9735-2:1998,等同采用
GB/T 14805.3-1999,ISO 9735-3:1998,等同采用
GB/T 14805.8-1999,ISO 9735-8:1998,等同采用
GB/T 17626.5-1999,IEC 61000-4-5:1995,等同采用
GB 9706.15-1999,IEC 60601-1-1:1995,等同采用
GB/T 14805.1-1999,ISO 9735-1:1998,等同采用
GB 9706.16-1999,IEC 601-2-29:1993,等同采用
GB/T 17796-1999,,
GB/T 17797-1999,,
GB 13539.3-1999,IEC 60269-3:1987,等同采用
GB/T 9043-1999,ITU-T K.12:1995,非等效采用
GB 9706.4-1999,IEC 60601-2-2:1991,等同采用
GB/T 16850.2-1999,IEC 61290-2:1998,等效采用
GB/T 17798-1999,,
GB/T 13539.5-1999,IEC 60269-3-1:1994,等同采用
GB/T 17799.1-1999,IEC 61000-6-1:1997,等同采用
GB/T 4084-1999,,
GB 1344-1999,,
GB 13476-1999,JIS A5337:1995,非等效采用
GB/T 11836-1999,ASTM C76:1995,非等效采用
GB/T 11945-1999,DIN 106:1980,非等效采用
GB 175-1999,,
GB 12958-1999,,
GB/T 17794-1999,ASTM C534:1994,非等效采用
GB/T 17795-1999,JIS A9521:1994 NEQ ISO 8144:95,非等效采用
GB/T 3615-1999,,
GB/T 3310-1999,,
GB/T 6608-1999,,
GB/T 3622-1999,,
GB/T 17791-1999,,
GB/T 17792-1999,ASTM B387:1999,非等效采用
GB/T 17793-1999,,
GB 17790-1999,,
GB 6227.1-1999,日本食品添加物公定书(第6版):1992,非等效采用
GB 4481.1-1999,日本食品添加物公定书(第6版):1992,非等效采用
GB 4481.2-1999,日本食品添加物公定书(第6版):1992,非等效采用
GB 4479.1-1999,日本食品添加物公定书(第6版):1992,非等效采用
GB/T 2662-1999,,
GB 17787-1999,美国药典:1995年第3版,非等效采用
GB 1103-1999,,
GB/T 16656.105-1999,ISO 10303-105:1996,等同采用
GB/T 9887-1999,ISO 1382:1996,非等效采用
GB 12837-1999,JIS D4207:1994,非等效采用
GB 12838-1999,JIS D4211:1994,非等效采用
GB/T 9978-1999,ISO/FDIS 834-1:1997,非等效采用
GB/T 1192-1999,ISO 4251-1:1992;ISO 4251-2:1992;ISO 4251-4:1992,非等效采用
GB/T 2979-1999,ISO 4251-1:1992;ISO 4251-2:1992;ISO 4251-4:1992;ISO 4251-5:1992,等效采用
GB/T 529-1999,ISO 34-1:1994,等效采用
GB/T 531-1999,ISO 7619:1986,等同采用
GB 12836.1-1999,DIN 7780:1982;DIN 78030:1983,非等效采用
GB/T 17783-1999,ISO 4661-2:1987,等同采用
GB/T 2660-1999,JIS L4117:1980,非等效采用
GB 8939-1999,,
GB/T 17780-1999,ISO 11111:1995,等效采用
GB/T 17779-1999,,
GB/T 17777-1999,AOAC方法:1984,等效采用
GB/T 17772-1999,ISO 3164:1995,等同采用
GB/T 17771-1999,ISO 3449:1992,等效采用
GB/T 17778-1999,,
GB/T 6075.1-1999,ISO 10816-1:1995,等同采用
GB 7950-1999,,
GB/T 3235-1999,,
GB/T 5621-1999,ISO 2787:1984,等效采用
GB/T 17776-1999,AOAC方法:1984,等效采用
GB/T 12777-1999,EJMA:1993(第6版),非等效采用
GB/T 11618-1999,JIS H3401:1987,非等效采用
GB 9549-1999,FAO 10.a/TC/S:1987,等效采用
GB 9548-1999,FAO CIPAC方法,非等效采用
GB 9550-1999,FAO CIPAC方法,非等效采用
GB/T 9552-1999,,
GB/T 4795-1999,IMO MEPO66(33),非等效采用
GB/T 9551-1999,FAO 288/TC/S/P:1997,等效采用
GB/T 17769-1999,,
GB/T 1610-1999,ГОСТ 2548:1977(1992),非等效采用
GB/T 1614-1999,JIS K1415:1961(1983),非等效采用
GB/T 4840.1-1999,,
GB/T 5558-1999,AATCC TM43:1994,非等效采用
GB/T 8573-1999,,
GB/T 4840.2-1999,,
GB/T 4840.3-1999,,
GB/T 17767.3-1999,,
GB/T 17766-1999,EN ERGY/WP.1/R.70,非等效采用
GB/T 17767.1-1999,,
GB/T 17767.2-1999,,
GB/T 5464-1999,ISO 1182:1990,等同采用
GB 4696-1999,IALA《海上浮标制度》A区域原则,非等效采用
GB/T 17765-1999,IALA和IMO航道定线制,非等效采用
GB/T 7118-1999,,
GB/T 13025.7-1999,,
GB/T 6289-1999,ISO 5742:1982,等同采用
GB 17761-1999,,
GB/T 6290-1999,ISO 5743:1988,非等效采用
GB/T 6291-1999,ISO 5744:1988,等效采用
GB/T 17764-1999,ISO 387:1977,非等效采用
GB/T 17759-1999,,
GB/T 17760-1999,,
GB 17762-1999,,
GB/T 17758-1999,,
GB/T 3389.2-1999,,
GB/T 13375-1999,ASTM C787:1996,等效采用
GB/T 17754-1999,,
GB/T 17755-1999,IEC 92-354:1994,等效采用
GB/T 17747.3-1999,ISO 12213-3:1997,等效采用
GB/T 9253.1-1999,API Spec 7(第39版),非等效采用
GB/T 9253.2-1999,API Spec 5B:1996(第14版),等同采用
GB/T 13609-1999,ISO 10715:1997,等效采用
GB/T 7699-1999,,
GB/T 17747.1-1999,ISO 12213-1:1997,等效采用
GB/T 17747.2-1999,ISO 12213-2:1997,等效采用
GB/T 17744-1999,API Spec 7K:1996,等效采用
GB/T 17745-1999,ISO 10405:1993,等同采用
GB 7692-1999,,
GB 15258-1999,,
GB 5083-1999,DIN 31000/VDE1000:1993,非等效采用
GB 11614-1999,JIS R3202:1996;EN572-2:1994,非等效采用
GB 17750-1999,NFPA 34-1995,非等效采用
GB/T 17751-1999,,
GB/T 17748-1999,AAMA 605:1998,非等效采用
GB/T 17752-1999,,
GB/T 17753-1999,,
GB/T 17756-1999,,
GB/T 17757-1999,,
GB/T 17749-1999,CIE No.15.2:1986,非等效采用
GB/T 9225-1999,ANSI/IEEE Std 352(1987年版，1994年重新确认）,等效采用
GB/T 7163-1999,IEEC Std. 577:1976,等效采用
GB/T 5703-1999,ISO 7250:1996,等效采用
GB/T 17739-1999,ISO 3272-4:1994,等效采用
GB 17740-1999,,
GB 17741-1999,,
GB/T 17742-1999,,
GB 17743-1999,IEC/CISPR 15:1996,等同采用
GB/T 17738.1-1999,IEC 60966-1:1988,等同采用
GB/T 17736-1999,,
GB 17733.1-1999,JIS Z9100:1987;JIS Z9105:1984,非等效采用
GB/T 17730-1999,,
GB/T 17735-1999,,
GB/T 585-1999,,
GB/T 11877-1999,ISO/CD 11674:1997,非等效采用
GB/T 584-1999,,
GB/T 586-1999,,
GB/T 5742-1999,ISO 5620-1:1992;ISO 5620-2:1992,非等效采用
GB/T 17727-1999,,
GB/T 17725-1999,ISO 7461:1984,等效采用
GB/T 17734-1999,,
GB/T 17729-1999,,
GB/T 17731-1999,,
GB/T 17723-1999,,
GB/T 11348.3-1999,ISO 7919-3:1996,等效采用
GB/T 17719-1999,,
GB/T 11164-1999,,
GB/T 11348.4-1999,ISO 7919-4:1996,等效采用
GB 5768-1999,,
GB/T 17732-1999,ISO 10060:1993,等效采用
GB/T 17713-1999,IEC 665:1980;NEQ DIN 44971:1992,等效采用
GB/T 7724-1999,DIML R76-1:1992,等效采用
GB/T 14151-1999,,
GB 8270-1999,日本食品添加剂协会《化学合成以外的食品添加剂自定标准》(第2版，1993),非等效采用
GB/T 17714-1999,DIN 6647(T1):1978,非等效采用
GB/T 11027-1999,IEC 60464-3-2:1989,等效采用
GB 4343.2-1999,IEC/CISPR 14-2:1997,等同采用
GB/T 8287.2-1999,IEC 60273:1990,非等效采用
GB/T 11805-1999,,
GB/T 12145-1999,JIS B8223:1989,非等效采用
GB/T 17712-1999,ISO/IEC 6329:1989,非等效采用
GB/T 17710-1999,ISO 7064:1983(1996),等同采用
GB/T 4728.9-1999,IEC 60617-9:1996,等同采用
GB/T 4728.10-1999,IEC 60617-10:1996,等同采用
GB 10963-1999,IEC 60898:1995,等同采用
GB/T 10992.3-1999,,
GB/T 10992.1-1999,,
GB/T 10992.2-1999,,
GB 17701-1999,IEC 60934:1993,等同采用
GB/T 17702.1-1999,IEC 61071-1:1991,等同采用
GB/T 17702.2-1999,IEC 61071-2:1994,等同采用
GB/T 6565-1999,ISO《国际标准职业分类》:1988,非等效采用
GB/T 15635.1-1999,UN/EDIFACT D.97B,等效采用
GB 17698-1999,,
GB/T 17699-1999,UN/EDIFACT D.97B,等效采用
GB/T 17692-1999,ECE R85/00:1990,等效采用
GB 17691-2001,,
GB/T 17680.2-1999,,
GB/T 15483.1-1999,ISO/IEC导则43-1:1997,等同采用
GB/T 15483.2-1999,ISO/IEC导则43-2:1997,等同采用
GB/T 17680.5-1999,,
GB/T 17680.3-1999,,
GB/T 17248.5-1999,ISO 11204:1995,等效采用
GB/T 17694-1999,,
GB/T 17695-1999,,
GB/T 17696-1999,ISO 8253-3:1996,等效采用
GB/T 17688-1999,,
GB/T 17689-1999,GRI GG1:1987,非等效采用
GB/T 17697-1999,ISO 5136:1990,等效采用
GB/T 4854.7-1999,ISO 389-7:1996,等效采用
GB/T 17248.2-1999,ISO 11201:1995,等效采用
GB/T 17248.3-1999,ISO 11202:1995,等效采用
GB/T 17693.1-1999,,
GB/T 17687-1999,,
GB/T 5158-1999,ISO 4491-2:1997,非等效采用
GB/T 4291-1999,ISO 3391:1976,等同采用
GB/T 4292-1999,,
GB/T 6952-1999,,
GB/T 17693.5-1999,,
GB/T 17693.6-1999,,
GB/T 17693.3-1999,,
GB/T 17684-1999,,
GB/T 17686-1999,ANSI/ASTM D1769,等效采用
GB/T 17693.4-1999,,
GB/T 24040-1999,ISO 14040:1997,等同采用
GB 17681-1999,,
GB 151-1999,,
GB/T 17277.2-1999,IEC 61237-2:1995,等效采用
GB/T 17680.1-1999,,
GB/T 17680.4-1999,,
GB 10395.8-1999,,
GB/T 540-1999,,
GB 10395.7-1999,ISO 4254-7:1995,等效采用
GB 17675-1999,EEC 311:1990,等效采用
GB 10395.6-1999,ISO 4254-6:1995,等效采用
GB 10396-1999,ISO 11684:1995,等效采用
GB 13004-1999,,
GB 13075-1999,,
GB 9556-1999,WHO/SIT/29(1989年9月批准）,非等效采用
GB 9557-1999,,
GB/T 17674-1999,ASTM D5762:1995,等效采用
GB 17673-1999,,
GB/T 3354-1999,,
GB/T 3356-1999,ASTM D709M:1993,非等效采用
GB/T 9775-1999,ISO 6308:1980,等效采用
GB/T 17671-1999,ISO 679:1989,等同采用
GB/T 17670-1999,,
GB 17655-1999,,
GB/T 4822-1999,,
GB/T 7909-1999,,
GB/T 6043-1999,,
GB/T 17662-1999,,
GB/T 17663-1999,,
GB/T 17664-1999,,
GB/T 5039-1999,,
GB/T 6926-1999,ISO 6814:1983,非等效采用
GB/T 7227-1999,,
GB/T 5856-1999,JIS B6548:1986,非等效采用
GB/T 5849-1999,ISO 1096:1975,等效采用
GB/T 11716-1999,,
GB/T 17665-1999,,
GB/T 17667-1999,ISO 11682:1993,等效采用
GB/T 17656-1999,JAS 516:1992,非等效采用
GB 17668-1999,,
GB/T 17657-1999,ISO 9427:1989等,等同采用
GB/T 17658-1999,BS 476 part 6:1989,非等效采用
GB/T 17659.1-1999,,
GB/T 17659.2-1999,,
GB 12676-1999,ISO 7634:1995,等效采用
GB/T 8409-1999,ISO 6415:1990,等同采用
GB/T 17653-1999,ISO 7654:1991,等同采用
GB/T 11885-1999,OIML R106:1993,等效采用
GB/T 17637-1998,ISO/FDIS 13431:1998,等效采用
GB/T 17632-1998,ISO/DTR 12960:1998,非等效采用
GB/T 17631-1998,ISO/DTR 13438:1998,非等效采用
GB/T 17635.1-1998,ISO/DIS 12957-1:1997,非等效采用
GB/T 17636-1998,ISO 13427:1998,等效采用
GB/T 17648-1998,IEC 61294:1993,等效采用
GB/T 17649-1998,ISO 3066:1986,等同采用
GB/T 9224-1998,IEC 60295:1969,非等效采用
GB 17621-1998,,
GB/T 17624.1-1998,IEC 61000-1-1:1992,等同采用
GB/T 17619-1998,95/94/EC,非等效采用
GB/T 17645.31-1998,ISO 13584-31:1997,等同采用
GB/T 17612-1998,ISO 4185:1980,等同采用
GB/T 17613.1-1998,ISO 9368-1:1990,等同采用
GB/T 17611-1998,ISO 4006:1991,等同采用
GB/T 17605-1998,API 2551:1997,非等效采用
GB/T 9750-1998,,
GB/T 12583-1998,ASTM D2783-1988(1993),等效采用
GB/T 17604-1998,ISO 9691:1992,等同采用
GB/T 17607-1998,UN/ECE:1995,非等效采用
GB/T 17600.1-1998,ISO 2566-1:1984,等效采用
GB/T 17600.2-1998,ISO 2566-2:1984,等效采用
GB/T 15970.5-1998,ISO 7539-5:1989,等同采用
GB/T 8436-1998,ISO 105-E14:1994,等效采用
GB/T 17598-1998,ISO 9863-2:1996,非等效采用
GB/T 8440-1998,ISO 105-X02:1994,等效采用
GB/T 8437-1998,ISO 105-N05:1994,等效采用
GB/T 8431-1998,ISO 105-B05:1994,等效采用
GB/T 8426-1998,ISO 105-B01:1994,等效采用
GB/T 8435-1998,ISO 105-E13:1994,等效采用
GB/T 8439-1998,ISO 105-X01:1994,等效采用
GB/T 8429-1998,ISO 105-B03:1994,等效采用
GB/T 8430-1998,ISO 105-B04:1994,等效采用
GB/T 8438-1998,ISO 105-P02:1994,等效采用
GB/T 17595-1998,ISO 12138:1996,等效采用
GB/T 17596-1998,ISO 10528:1995,等效采用
GB/T 17599-1998,ISO 9150:1988,等效采用
GB/T 17580.1-1998,ISO 9041-1:1990及ISO 9041-1:1990/Cor.1:1992及ISO 9041-1:1990/Cor.2:1993及ISO 9041-1:1990/Amd.2:1992,等同采用
GB/T 17580.2-1998,ISO/IEC 9041-2:1993,等同采用
GB/T 2481.1-1998,ISO 8486-1:1996,等效采用
GB/T 8064-1998,ISO 6545:1992,等效采用
GB 13567-1998,,
GB/T 17579-1998,ISO 9040:1990,等同采用
GB/T 17588-1998,ISO 3002-5:1989,等同采用
GB/T 17587.2-1998,ISO 3408-2:1991,等同采用
GB/T 6219-1998,IEC 747-8-1:1987,等同采用
GB/T 8554-1998,IEC 1007:1994,等同采用
GB/T 9535-1998,IEC 1215:1993,等效采用
GB/T 9424-1998,IEC 748-2-5:1992,等同采用
GB/T 6351-1998,IEC 747-2-1:1989,等同采用
GB/T 6352-1998,IEC 747-6-1:1989,等同采用
GB/T 6590-1998,IEC 747-6-2:1991,等同采用
GB/T 17573-1998,IEC 747-1:1983,等同采用
GB/T 7397.3-1998,IEC 1041-3:1993,等同采用
GB/T 17572-1998,IEC 748-2-4:1992,等同采用
GB/T 6217-1998,IEC 747-7-1:1989,等同采用
GB/T 7576-1998,IEC 747-7-4:1991,等同采用
GB/T 17574-1998,IEC 748-2:1985,等同采用
GB/T 17562.1-1998,IEC 60807-1:1991,等效采用
GB/T 2414.1-1998,,
GB/T 17559-1998,ISO/IEC 11569:1993,等同采用
GB/T 2414.2-1998,,
GB/T 17560-1998,ISO 8595:1989,等效采用
GB/T 17561-1998,IEC 61043:1993,等同采用
GB/T 17558-1998,ISO 3028:1984,等效采用
GB/T 9872-1998,ISO 7725:1991,等同采用
GB/T 6753.4-1998,ISO 2431:1993,等效采用
GB/T 7530-1998,ISO 1382:1996,非等效采用
GB/T 9015-1998,JIS K1532:1978(1988),等效采用
GB/T 17534-1998,ISO/IEC 10022:1996,等同采用
GB/T 17541-1998,,
GB/T 1988-1998,ISO/IEC 646:1991,等效采用
GB/T 10022.1-1998,ISO/IEC 9281-1:1990,等同采用
GB/T 17555-1998,ISO/IEC 10641:1993,等同采用
GB/T 15936.3-1998,ISO/IEC 8613-3:1995,等同采用
GB/T 17192.4-1998,ISO/IEC 9636-4:1991,等同采用
GB/T 17545.1-1998,ISO/IEC 10035-1:1995,等同采用
GB/T 17546.1-1998,ISO/IEC 9576-1:1995,等同采用
GB/T 17530.3-1998,ASTM D 1209-1993,等效采用
GB/T 17547-1998,ISO/IEC 8886:1996,等同采用
GB/T 17550.1-1998,ISO/IEC 11694-1:1994,等同采用
GB/T 17535-1998,ISO/IEC 8877:1992,等同采用
GB/T 17536-1998,UN/EDIFACT,修改采用
GB/T 17537-1998,,
GB/T 17530.4-1998,ASTM D 1613-1991,等效采用
GB/T 17530.5-1998,ASTM D 3125-1993,等效采用
GB/T 17533.1-1998,ISO/IEC 9579-1:1993,等同采用
GB/T 17533.2-1998,ISO/IEC 9579-2:1993,等同采用
GB/T 17551-1998,ISO/IEC 11693:1994,等同采用
GB/T 17550.2-1998,ISO/IEC 11694-2:1995,等同采用
GB/T 17550.3-1998,ISO/IEC 11694-3:1995,等同采用
GB/T 6261-1998,IEC 384-5:1993,等同采用
GB/T 6262-1998,IEC 384-5-1:1993,等同采用
GB/T 1268-1998,ACS标准:1987,非等效采用
GB/T 689-1998,ACS标准:1987,非等效采用
GB/T 671-1998,ACS标准:1993,非等效采用
GB/T 1401-1998,ISO 6353-2:1983,非等效采用
GB/T 4470-1998,ISO 6955:1982,等同采用
GB/T 8443-1998,ISO 105/Z01:1993,等同采用
GB/T 8444-1998,ISO 105/Z02:1993,等同采用
GB/T 17520-1998,ISO 105-Z08:1995,等同采用
GB/T 17521-1998,ISO 6353-3:1987,等效采用
GB/T 17513-1998,,
GB 5948-1998,ECE No.57，No.72:1995,非等效采用
GB/T 6695-1998,FAO 334/TC/S:1991,非等效采用
GB/T 17517-1998,ISO 6238:1987(E),等效采用
GB/T 6694-1998,FAO 334/TC/S:1991,非等效采用
GB/T 17516.2-1998,ISO 8370-2:1993,等同采用
GB/T 17515-1998,,
GB/T 17516.1-1998,ISO 8370-1:1993,等同采用
GB/T 17508-1998,ASTM C761:1991,非等效采用
GB/T 2835-1998,BS 65:1991,等效采用
GB/T 17504-1998,,
GB/T 2836-1998,,
GB/T 2837-1998,BS 65:1991,非等效采用
GB/T 2834-1998,BS 65:1991,等效采用
GB/T 17500-1998,ETS 300157:1992,等同采用
GB/T 17496-1998,,
GB/T 17484-1998,ISO 3722:1976,等同采用
GB/T 17485-1998,ISO 4391:1983,等同采用
GB/T 17487-1998,ISO 10372:1992,等同采用
GB/T 17490-1998,ISO 9461:1992,等同采用
GB/T 1181-1998,ГОСТ 4608:1981,非等效采用
GB/T 17482-1998,ISO 6973:1986,等同采用
GB/T 17479-1998,ISO 2826:1974,非等效采用
GB/T 1995-1998,ASTM D2270-93,等效采用
GB/T 17474-1998,ASTM D4367-94,等效采用
GB/T 7631.15-1998,IEC 1039:1990,等效采用
GB/T 7631.14-1998,ISO 6743-14:1994,等效采用
